key_id,key,english,zh-CN,translation
282455680988594227,customizeitem_singingfish,Singing Trout,会唱歌的鳟鱼,노래하는 송어
282455680988594228,customizeitem_singingfish_description,A bittersweet reminder of the time when rivers had fish.,对河里曾有鱼的苦乐参半的提醒。,강에 물고기가 있던 시절에 대한 달콤쓰씁한 추억.
282455680988594229,customizeitem_mirror,Mirror,镜子,거울
282455680988594230,customizeitem_mirror_description,Reflects your face and your bad life choices.,照出你的脸和你糟糕的人生选择。,네 얼굴과 흑역사를 비춘다.
282455680988594231,customizeitem_chiliplant,Chili plant,辣椒植株,고추 화분
282455680988594232,customizeitem_chiliplant_description,"Spicy apocalypse cuisine, guaranteed to make you question that canned beans diet.",辣味末日料理，保证让你怀疑那罐头豆子饮食。,매운 종말 요리. 통조림 콩 식단을 의심하게 만들 것이다.
282455680988594237,customizeitem_woodenflooroak,Wooden floor oak,橡木地板,참나무 바닥
282455680988594238,customizeitem_woodenflooroak_description,Sturdy planks that creak dramatically when you’re sneaking snacks at night.,结实的木板，在你半夜偷吃零食时吱呀作响。,밤에 몰래 간식 먹으러 갈 때 극적으로 삐걱거리는 튼튼한 판자.
282455680988594239,customizeitem_woodenfloorcabin,Wooden floor pine,松木地板,소나무 바닥
282455680988594240,customizeitem_woodenfloorcabin_description,Smells like pine and slightly of kerosene.,带点松木香味……夹杂一丝煤油味。,소나무 향이 나며... 약간의 등유 냄새도.
282455680988594241,customizeitem_woodenfloorbirch,Wooden floor birch,桦木地板,자작나무 바닥
282455680988594242,customizeitem_woodenfloorbirch_description,Light wood for a “Scandi bunker chic” aesthetic.,浅色木材，成就“北欧地堡风”。,"세련된 스칸디나비안 벙커" 미학
282455680988594243,customizeitem_newspaperfloor,Newspaper floor,报纸地板,신문지 바닥
282455680988594244,customizeitem_newspaperfloor_description,"The ink may fade, but your feet will stay warm. Sorta.",墨迹可能会褪色，但脚会保暖。差不多吧。,"잉크는 바래겠지만, 발은 따뜻할 것이다. 아마도."
282455680988594245,customizeitem_discofloor,Disco floor,迪斯科地板,디스코 바닥
282455680988594246,customizeitem_discofloor_description,Blame it on the Boogie.,归咎于布吉舞曲。,다 부기 때문이야.
282458465561853952,bunker_unlock_decoration,Unlock <b>{0}</b> as decoration in your player quarters,在你的玩家宿舍中解锁 <b>{0}</b> 装饰,플레이어 숙소에 <b>{0}</b> 장식 해금
282458465561853953,bunker_category,Bunker,地堡,벙커
282458465561853954,quarters_category,Quarters,宿舍,숙소
282461136532389888,customizeitem_patternedcarpet,Patterned Carpet,花纹地毯,무늬 카펫
282461136532389889,customizeitem_patternedcarpet_description,Covers the stains of the old world in style.,时尚地掩盖旧世界的污渍。,구세계의 얼룩을 세련되게 덮는다.
282461136532389890,customizeitem_taxidermyrug,Taxidermy Rug,标本地毯,박제 러그
282461136532389891,customizeitem_taxidermyrug_description,"Once a majestic beast, now floor décor. And possibly radioactive.",曾是威武的野兽，如今是地板装饰。可能还带点辐射。,"한때 위풍당당한 짐승이었지만, 이제는 바닥 장식. 방사능이 있을 수도."
282464850819268608,bunker_floor,Floors,地板,바닥
282464850823462912,bunker_bed,Beds,床,침대
282464850823462913,bunker_table,Corner Decorations,角落装饰,코너 장식
282464850823462914,bunker_mat,Mats,垫子,매트
282464850823462915,bunker_wallhanging,Wallhangings,壁挂装饰,벽걸이 장식
282464850823462916,bunker_carpet,Carpets,地毯,카펫
282464850823462917,bunker_desk,Desks,书桌,책상
282465716074823680,bunker_customize_quarters,Customize Quarters,自定义宿舍,숙소 꾸미기
282474205262233600,bunker_sofa_lvl2,Sofa group TV,沙发组电视,소파 그룹 TV
282474205262233601,bunker_sofa_lvl2_description,"A ragtag chair circle facing a dusty TV. No channels, but plenty of static to argue about.",一圈东拼西凑的椅子对着满是灰尘的电视。没有频道，却有足够的雪花可吵架。,먼지 쌓인 TV를 둘러싼 허름한 의자 모임. 채널은 없지만 정전기로 다툴 거리는 충분하다.
282474205262233602,bunker_sofa_lvl1,Sofa group Radio,沙发组收音机,소파 그룹 라디오
282474205262233603,bunker_sofa_lvl1_description,"Huddle around a radio, debating if that’s Morse code or just bad reception.",围着收音机，争论那是摩斯电码还是信号太差。,"라디오를 둘러싸고, 그게 모스 부호인지 수신 불량인지 논쟁한다."
282474205262233604,bunker_vendingmaschine,Vending machine,自动售货机,자판기
282474205262233605,bunker_vendingmaschine_description,"Insert hope, receive hydration. Occasionally dispenses mystery puddles instead.",投入希望，获得水分。有时吐出神秘水坑。,희망을 넣으면 수분을 제공한다. 가끔 정체불명의 웅덩이가 나오기도.
282474205262233606,bunker_petdog,Pet 'dog',宠物“狗”,반려 '개'
282474205262233607,bunker_petdog_description,"Rough around the edges, but faithful when it counts.",粗糙不堪，但关键时刻很可靠。,"거칠지만, 중요한 순간에는 충실하다."
282474205262233608,bunker_obstacle_karaokemachine,Karaoke Machine,卡拉OK机,노래방 기계
282474205262233609,bunker_obstacle_karaokemachine_description,Nothing says survival like screaming 80s ballads into a broken mic while mutants bang on the door.,没有什么比对着坏麦克风嚎唱80年代情歌、同时变种人在门外狂敲更能体现“活着”了。,"변이체가 문을 두드리는 와중에 깨진 마이크로 80년대 발라드를 절규하는 것, 이게 바로 생존이다."
282474205262233610,bunker_obstacle_filtration,Filtration system,过滤系统,정수 시스템
282474205262233611,bunker_obstacle_filtration_description,A hulking metal contraption that clanks loudly but mostly just drips and wheezes.,笨重的金属装置，响声震天，其实大多只是滴答和喘息。,시끄럽게 쿵쿵거리는 육중한 금속 장치. 대부분 방울방울 떨어지거나 끼익거린다.
282474205262233612,bunker_obstacle_beercrate,Beer crate,啤酒箱,맥주 상자
282474205262233613,bunker_obstacle_beercrate_description,"Packed with dusty glass bottles of liquid courage. Half are warm, all are questionable.",装满了布满灰尘的勇气之瓶。一半是温的，全都可疑。,"먼지 쌓인 술기운으로 가득하다. 절반은 미지근하고, 전부 의심스럽다."
282474205262233616,bunker_dart,Dartboard,飞镖盘,다트판
282474205262233617,bunker_dart_description,A perfect way to pass the end of days… if you can ever scavenge some darts.,末日消遣的完美方式……前提是你能找到几支飞镖。,종말을 보내는 완벽한 방법... 다트를 구할 수 있다면.
282484659392987136,mutator_cashrewardreduction,{0} Cash,{0} 现金,{0} 캐시
282487404313296896,mutator_custom_lesslight,"<b><style=""Heated"">Less </b></style>light","<b><style=""Heated"">更少</b></style>光","<b><style=""Heated"">더 적은</b></style> 빛"
282649610858381312,bunker_player,{0}'s bunker,{0} 的地堡,{0}의 벙커
282649610891935744,bunker_countdown,Starting in <b>{0}</b> ...,从 <b>{0}</b> 开始...,<b>{0}</b>초 후 시작...
282676950535618560,mutator_custom_fireticks,"<b>Exploding <style=""Fire_"">Fire</b></style> Ticks","<b>爆炸<style=""Fire_"">火焰</b></style>蜱虫","<b>폭발 <style=""Fire_"">화염</b></style> 진드기"
282679608973574144,title_mod_rampage,Rampage,横扫千军,대학살
282679608973574145,description_mod_rampage,"Increase weapon damage with <style=""Green"">{0}</style> with every shot in a single burst","在一次点射中的每一发子弹使武器伤害增加 <style=""Green"">{0}</style>","단일 점사에서 매 발마다 무기 피해가 <style=""Green"">{0}</style> 증가"
282679608990351360,mutator_custom_lightningticks,"<b><style=""Lightning_"">Lightning</b></style> Ticks","<b><style=""Lightning_"">闪电</b></style>蜱虫","<b><style=""Lightning_"">전기</b></style> 진드기"
282680635395260416,GS_COMPLETE_CHALLENGE_NIGHTSHIFT,Night Shift,夜班,야간 근무
282680635395260417,GS_COMPLETE_CHALLENGE_NIGHTSHIFT_description,Complete Challenge: Night Shift,完成挑战：夜班,도전 완료: 야간 근무
282680635395260418,GS_COMPLETE_CHALLENGE_TICKTICKBOOM,Tick Tick Boom,滴答爆炸,틱틱 붐
282680635395260419,GS_COMPLETE_CHALLENGE_TICKTICKBOOM_description,Complete Challenge: Tick Tick Boom,完成挑战：滴答爆炸,도전 완료: 틱틱 붐
282680635395260420,GS_COMPLETE_CHALLENGE_LIGHTNINGROUND,Lightning Round,闪电回合,번개 라운드
282688109492625408,GS_COMPLETE_CHALLENGE_LIGHTNINGROUND_description,Complete Challenge: Lightning Round,完成挑战：闪电回合,도전 완료: 번개 라운드
282688109513596928,GS_COMPLETE_CHALLENGE_FIRSTRESPONDER,First Responder,第一响应者,첫 번째 응답자
282688109513596929,GS_COMPLETE_CHALLENGE_FIRSTRESPONDER_description,Complete Challenge: First Responder,完成挑战：第一响应者,도전 완료: 첫 번째 응답자
282688109513596930,GS_COMPLETE_PLAYERRANK_LEVEL_5,Skilled,熟练者,숙련자
282688109513596931,GS_COMPLETE_PLAYERRANK_LEVEL_5_description,Reach Player Rank {0},达到玩家等级 {0},플레이어 랭크 {0} 달성
282688109513596932,GS_COMPLETE_PLAYERRANK_LEVEL_12,Rising Star,新星,라이징 스타
282688109513596933,GS_COMPLETE_PLAYERRANK_LEVEL_12_description,Reach Player Rank {0},达到玩家等级 {0},플레이어 랭크 {0} 달성
282688109513596934,GS_COMPLETE_PLAYERRANK_LEVEL_16,Mentor,导师,멘토
282688109513596935,GS_COMPLETE_PLAYERRANK_LEVEL_16_description,Reach Player Rank {0},达到玩家等级 {0},플레이어 랭크 {0} 달성
282697811095306240,wiki_overall_total_runs,Total expeditions started,已开始的远征总数,시작한 총 원정 수
282697811128860672,wiki_overall_total_wins,Total expeditions won,已完成的远征总数,승리한 총 원정 수
282697811128860673,wiki_overall_times_plural,({0} times),（{0} 次）,({0}회)
282697811128860674,wiki_overall_times_singular,({0} time),（{0} 次）,({0}회)
282697811128860675,wiki_overall_runs_plural,({0} runs),（{0} 次运行）,({0}회 진행)
282697811128860676,wiki_overall_runs_singular,({0} run),（{0} 次运行）,({0}회 진행)
282697811128860677,wiki_overall_kills_plural,({0} kills),（{0} 击杀）,({0} 처치)
282697811128860678,wiki_overall_kills_singular,({0} kill),（{0} 击杀）,({0} 처치)
282697811128860679,wiki_overall_difficulty,Most completed expedition,完成次数最多的远征,가장 많이 완료한 원정
282697811128860680,wiki_overall_heat,Highest heat beaten,通关的最高热度,클리어한 최고 열기
282697811128860681,wiki_overall_mostplayedcharacter,Most played character,使用次数最多的角色,가장 많이 플레이한 캐릭터
282703834422034432,wiki_overall_mostkilled,Most killed enemy,击杀次数最多的敌人,가장 많이 처치한 적
282703834422034433,wiki_overall_deathby,Most deaths by enemy,死于敌人次数最多,가장 많이 죽은 원인
282706658912485376,wiki_overall_starterweapon,Most selected starterweapon,最常选择的初始武器,가장 많이 선택한 초기 무기
282706658916679680,wiki_overall_storebought,Most bought weapon,购买次数最多的武器,가장 많이 구매한 무기
282706658916679681,wiki_overall_mostmilestone,Most selected milestone mod,最常选择的里程碑模组,가장 많이 선택한 마일스톤 모드
282706658916679682,wiki_overall_mostperkselected,Most selected perk in crates,箱子中最常选择的特长,보급 상자에서 가장 많이 선택한 퍽
282706658916679683,wiki_overall_shoppurchase,Most bought in shop,商店中购买次数最多的物品,상점에서 가장 많이 구매한 것
282723858178957312,GS_COMPLETE_BESTFRIEND,Best Friend,最好的朋友,베스트 프렌드
282723858199928832,GS_COMPLETE_BESTFRIEND_description,Find and rescue the 'dog',找到并解救“狗”,'개'를 찾아 구출하라
282740196684709888,interaction_pickup_watercan,"Use
Vendor","使用
商人","사용
자판기"
282740196726652928,interaction_feed_dog,"Dog bowl
Fill","狗碗
填充","개밥 그릇
채우기"
282747182044995584,title_enemy upgrade_tick_elemental fire,Fire Tick,火焰蜱虫,화염 진드기
282747182065967104,description_enemy upgrade_tick_elemental fire,The Tick will explode and ignite nearby players,蜱虫会爆炸并点燃附近的玩家,진드기가 폭발하여 주변 플레이어를 점화
282747182065967105,title_enemy upgrade_tick_elemental lightning,Lightning Tick,闪电蜱虫,전격 진드기
282747182065967106,description_enemy upgrade_tick_elemental lightning,The Tick will explode and electrocute nearby players,蜱虫会爆炸并电击附近的玩家,진드기가 폭발하여 주변 플레이어를 감전
282747182086938624,bunker_unlock_playerroom,Decorations unlocked for your player quarters,玩家宿舍的装饰已解锁,플레이어 숙소 장식 해금
282747182086938625,bunker_unlock_overall,Is unlocked in your bunker,已在你的地堡中解锁,벙커에서 해금됨
282757595881070592,multiplayer_run_status,In Bunker,在地堡中,벙커에서
282757595881070593,bunker_toiletpaper_lvl1,Single Square,单张纸,한 장
282757595881070594,bunker_toiletpaper_lvl1_description,Hope you’re efficient. One lonely sheet on the roll. Survival never felt so scratchy.,“希望你够节省。” 卷筒上孤零零的一张纸。生存从未如此粗糙。,알뜰하길 바란다. 롤에 외로이 달린 한 장. 이토록 거친 생존은 처음이다.
282757595881070595,bunker_toiletpaper_lvl2,Half Roll,半卷纸,반 롤
282757595881070596,bunker_toiletpaper_lvl2_description,"Better than leaves. A decent stash, but you’ll still be counting squares.",“比树叶好。” 算是个不错的存货，但你还是得数格子。,"나뭇잎보다 낫다. 쓸 만한 비축이지만, 칸은 세야 한다."
282757595881070597,bunker_toiletpaper_lvl3,Tower of Rolls,卷纸塔,롤 타워
282757595881070598,bunker_toiletpaper_lvl3_description,"Luxury, apocalypse style. Several rolls stacked high — guests might even be impressed.",“奢华，末日风。” 一摞摞卷纸叠高——客人可能都会佩服。,종말 스타일의 사치. 롤이 높이 쌓여—손님도 감탄할 것이다.
282757595881070599,bunker_toiletpaper_lvl4,Throne of TP,卫生纸王座,화장지 왕좌
282757595881070600,bunker_toiletpaper_lvl4_description,Wipe like royalty. An absurd mountain of toilet paper. Enough softness to survive the end times in style.,“像皇室般擦拭。” 一座荒唐的卫生纸山。柔软到足以时尚度过末日。,나는 관대하다. 터무니없는 화장지의 산. 종말을 품격 있게 넘길 만큼 부드럽다.
282772400444596224,mutator_custom_lessmedkit,"<b><style=""Heated"">Less </b></style>medkits","<b><style=""Heated"">更少</b></style>医疗包","<b><style=""Heated"">더 적은</b></style> 의료 키트"
282848591123169280,title_consumable_confettitube,Confetti Cannon,彩纸炮,색종이 대포
282848591144140800,title_consumable_canenergydrink,Water,水,물
283020450280095744,ui_boot_message_title_bunker,v1.3.0 Tinkering with trinkets,v1.3.0 饰品小改造,v1.3.0 장신구 만지작거리기
285544017591066624,credits,Credits,制作人员,크레딧
285544017633009664,credits_development,Development,开发,개발
285544017633009665,credits_publishing,Publishing,发行,퍼블리싱
285544017633009666,credits_localization,Localization,本地化,현지화
285544017633009667,credits_special_thanks,Special Thanks,特别鸣谢,특별 감사
285544017653981184,bunker_clip_through_walls,"You shouldn't be here, turn back",你不该在这里，快回头,"여기 있으면 안 됩니다, 돌아가세요"
286277716341014528,title_grub,Grub,幼虫,그럽
286277716387151872,description_grub,Spineless burrower that lunges at anyone who gets too close,无脊椎掘地生物，靠近就会猛扑,무척추 굴착 생물. 가까이 가면 돌진한다
286277716387151873,title_centipede,Centipede,蜈蚣,센티피드
286277716387151874,description_centipede,Segmented crawler that splits into two when wounded,被伤到时会分裂成两个的分节爬行者,상처를 받으면 둘로 갈라지는 분절형 크롤러
286277716387151875,title_hermit,Hermit,隐士,은둔자
286277716387151876,description_hermit,A hard-shelled horror that lobs big globs of bile from afar,坚壳恐怖生物，会从远处投掷大团胆汁,단단한 껍질의 공포 생물. 멀리서 거대한 담즙 덩어리를 던진다
286277716395540480,player_stat_boss_damage,Boss damage dealt:,对首领造成的伤害：,보스에게 가한 피해:
286277716408123392,element_environment,Environment,环境因素,환경 요인
287778534670786560,extra_reward_vendorchance,Guarantee a <style=Upgrade>vendor</style> in each mission for this run.,本轮中，每个任务都保证出现<style=Upgrade>商人</style>。,이번 게임 내내 각 임무에 <style=Upgrade>자판기</style>가 보장된다.
288207226542809088,status_effect_immune,Immune,免疫,면역
288207226572169216,status_effect_invulnerable,Blocked,被阻挡,차단됨
293892548359733248,extra_reward_vendorprice,Reduce vendor price by <style=Upgrade>{0}</style> (current price reduction {1}) for this run.,本轮中，商人价格减少<style=Upgrade>{0}</style>（当前减价 {1}）。,이번 게임 내내 자판기 가격이 <style=Upgrade>{0}</style> 감소 (현재 감가 {1}).
295833043884785664,announcement_picked up trapcrate,{0} activated a Trap!,{0} 触发了陷阱！,{0}이(가) 함정을 발동시켰다!
298649199084158976,dynamicroom_popupshop,Popup Shop,快闪商店,팝업 상점
298649199117713408,dynamicroom_shop,Shop,商店,상점
298649199121907712,steam_joingroup_reward_caimed,Claimed,已领取,받기 완료
298753551768961024,announcement_hoardling killed,Successfully extracted {0} Cash from Hoardling!,成功从囤积虫身上获取了{0}现金！,호들링에게서 {0} 캐시를 성공적으로 획득했다!
298979303865827328,title_perk_power_tackle,Power Tackle,强力冲撞,강력 돌진
298979303865827329,description_perk_power_tackle,Knockback and stun enemies while dashing,冲刺时击退并眩晕敌人,대시 시 적을 넉백 및 기절
299024738823290880,title_perk_cashhoard,Hoarder's Charm,囤积者的护符,호더의 부적
299024738823290881,description_perk_cashhoard,"Add <style=""Green"">{0}</style> to Luck for every 100 <sprite=19 tint=1> Cash you have. (Currently <style=""Green"">{1}</style>)","每拥有100 <sprite=19 tint=1> 现金，幸运值增加<style=""Green"">{0}</style>。（当前<style=""Green"">{1}</style>）","캐시 100 <sprite=19 tint=1>마다 행운이 <style=""Green"">{0}</style> 증가. (현재 <style=""Green"">{1}</style>)"
299069126714703872,title_perk_promotion,Promotion!,晋升！,승진!
299069126714703873,description_perk_promotion,"Get <style=""Green"">{0}</style> <sprite=19 tint=1> extra Cash on mission complete","任务完成时获得<style=""Green"">{0}</style><sprite=19 tint=1>额外现金","임무 완료 시 <style=""Green"">{0}</style> <sprite=19 tint=1> 추가 캐시를 획득"
299084437849489408,title_perk_luckyvendor,Lucky Vendor,幸运商人,행운의 자판기
299084437891432448,description_perk_luckyvendor,"<style=""Chance"">Chance</style> of getting <style=""Green"">2X CONSUMABLES</style> when using a vendor","使用商人时有<style=""Chance"">几率</style>获得<style=""Green"">2倍消耗品</style>","자판기 이용 시 <style=""Chance"">확률</style>로 <style=""Green"">2배 소모품</style>을 획득"
299156490124378112,title_perk_travellightly,Travel Lightly,轻装前行,가볍게 여행
299156490124378113,description_perk_travellightly,"Get <style=""Green"">{0}</style> damage for each crate skipped. (<style=""Green"">{1}</style> skipped, currently <style=""Green"">{2}</style> damage)","每跳过一个箱子获得<style=""Green"">{0}</style>伤害。（已跳过<style=""Green"">{1}</style>，当前<style=""Green"">{2}</style>伤害）","보급 상자를 건너뛸 때마다 <style=""Green"">{0}</style>의 피해를 획득. (건너뛴 횟수 <style=""Green"">{1}</style>, 현재 <style=""Green"">{2}</style> 피해)"
299331427673948160,title_perk_freedash,Good Cardio,良好体魄,좋은 체력
299331427703308288,description_perk_freedash,"Dash without it costing stamina (<style=""Green"">{0}s</style> cooldown)","冲刺不消耗体力（<style=""Green"">{0}秒</style>冷却）","스태미나 소모 없이 대시한다 (<style=""Green"">{0}초</style> 쿨다운)"
299343176921890816,ui_perk_chance,<color=green>{0}</color> Chance,<color=green>{0}</color> 概率,<color=green>{0}</color> 확률
300433894154649600,title_hoardling,Hoardling,囤积虫,호들링
300433894196592640,announcement_survive_challenge,Survive,生存,생존
300433894196592641,announcement_trap,Trap,陷阱,함정
300467672605114368,jobboard_jobboard,Job Board,任务公告板,임무 게시판
300467672638668800,jobboard_dailyjobs,Daily Jobs,每日任务,일일 임무
300467672638668801,jobboard_killenemy,Kill <b>{0}</b> <style=Enemy>{1}</style> enemies,击杀<b>{0}</b>个<style=Enemy>{1}</style>敌人,<style=Enemy>{1}</style> 적 <b>{0}</b>마리 처치
300467672642863104,jobboard_killenemyall,Kill <b>{0}</b> <style=Enemy>enemies</style>,击杀<b>{0}</b>个<style=Enemy>敌人</style>,<style=Enemy>적</style> <b>{0}</b>마리 처치
300467672642863105,jobboard_killalpha,Kill <b>{0}</b> <style=Enemy><sprite=27 tint=1> Alpha</style> enemies,击杀<b>{0}</b>个<style=Enemy><sprite=27 tint=1> Alpha</style>敌人,<style=Enemy><sprite=27 tint=1> 알파</style> 적 <b>{0}</b>마리 처치
300467672642863106,jobboard_useconsumable,Use <b>{0}</b> <style=ObjectiveBlue>{1}</style> consumables,使用<b>{0}</b>个<style=ObjectiveBlue>{1}</style>消耗品,<style=ObjectiveBlue>{1}</style> 소모품 <b>{0}</b>개 사용
300467672642863107,jobboard_completeexpedition,Complete <style=ObjectiveBlue>{0}</style> expedition,完成<style=ObjectiveBlue>{0}</style>次远征,<style=ObjectiveBlue>{0}</style>회 원정 완료
300467672642863108,jobboard_completewithweapon,Complete an expedition with <style=ObjectiveBlue>{0}</style>,使用<style=ObjectiveBlue>{0}</style>完成一场远征,<style=ObjectiveBlue>{0}</style>으로 원정 완료
300467672642863109,jobboard_skipcrates,Skip <style=ObjectiveBlue>crates</style> <b>{0}</b> times,跳过<style=ObjectiveBlue>补给箱</style><b>{0}</b>次,<style=ObjectiveBlue>보급 상자</style> <b>{0}</b>번 건너뛰기
300467672642863110,jobboard_completewithcharacter,Complete an expedition with <style=ObjectiveBlue>{0}</style>,使用<style=ObjectiveBlue>{0}</style>完成一场远征,<style=ObjectiveBlue>{0}</style>으로 원정 완료
300467672642863111,jobboard_findsecretroom,Find <b>{0}</b> <style=ObjectiveBlue>secret rooms</style>,找到<b>{0}</b>个<style=ObjectiveBlue>秘密房间</style>,<style=ObjectiveBlue>비밀 방</style> <b>{0}</b>개 찾기
300467672642863112,jobboard_upgradeweapon,Upgrade <style=ObjectiveBlue>weapons</style> <b>{0}</b> times,升级<style=ObjectiveBlue>武器</style><b>{0}</b>次,<style=ObjectiveBlue>무기</style> <b>{0}</b>번 업그레이드
300467672642863113,jobboard_buyfromvendor,Buy <b>{0}</b> consumables from a <style=ObjectiveBlue>vendor</style> on a run,在一次跑中从<style=ObjectiveBlue>商人</style>处购买<b>{0}</b>个消耗品,한 판에서 <style=ObjectiveBlue>자판기</style>에서 소모품 <b>{0}</b>개 구매
300599748616634368,title_alpha_mutation,Alpha Mutation,阿尔法变异,알파 돌연변이
300599748645994496,description_alpha_mutation,"A meaner, louder and tougher version of its kind",更凶、更吵、更耐打的同类变种,"더 사납고, 더 시끄럽고, 더 강인한 동족의 변종"
300612900582440960,tutorial_drop_consumable,to drop consumable,丢弃消耗品,소모품 버리기
300799101566304256,tutorial_select_consumable,Select consumable,选择消耗品,소모품 선택
300963908340793344,mutator_alphaenemies,"<b><style=""Heated"">Alpha Enemies</style></b>","<b><style=""Heated"">阿尔法敌人</style></b>","<b><style=""Heated"">알파 적</style></b>"
301141632070041600,interaction_buy_baxter,"Buy
From Baxter","购买
来自巴克斯特","구매
백스터에게서"
301188511469617152,title_enemy_upgrade_explodeypede,Explodeypede,爆爆蜈蚣,폭발 센티피드
301188511507365888,description_enemy_upgrade_explodeypede,Some segments explodes upon death,死亡时部分节段会爆炸,사망 시 일부 분절이 폭발
301188511507365889,title_enemy_upgrade_millipede,Millipede,千足虫,밀리피드
301188511507365890,description_enemy_upgrade_millipede,Centipede grows extra segments,蜈蚣会长出额外节段,센티피드가 추가 분절을 생성한다
301188511507365891,title_enemy_upgrade_explosive_shell,Explosive Shell,爆裂外壳,폭발 껍질
301188511507365892,description_enemy_upgrade_explosive_shell,Hermit's shell explodes in shrapnel when destroyed,摧毁后隐士的外壳会爆裂成弹片,은둔자의 껍질이 파괴되면 파편으로 폭발
301188511524143104,bunker_obstacle_mop,Floor Mop,地板拖把,대걸레
301188511524143105,bunker_obstacle_mop_description,Perfect for cleaning up blood and the occasional mutant goo splatter.,非常适合清理血迹和偶尔飞溅的突变体黏液。,피와 가끔 튀는 변이체 점액을 닦기에 완벽하다.
301221462669115392,credits_marketing,PR & Marketing,公关与市场营销,PR & 마케팅
301489878340583424,description_hoardling,Elusive shiny treasure-worm that spills riches if you manage to corner it,闪亮难捉的宝藏蠕虫，只要逼到角落就会洒出财宝。,반짝이는 보물 벌레. 구석에 몰면 재물을 쏟아낸다.
301489878386720768,GS_COMPLETE_JOBBOARD_1,Clock In,打卡上班,출근 도장
301489878386720769,GS_COMPLETE_JOBBOARD_1_description,Complete 3 Daily Jobs,完成3个每日任务,일일 임무 3개 완료
301489878386720770,GS_COMPLETE_JOBBOARD_2,Workaholic,工作狂,워커홀릭
301489878386720771,GS_COMPLETE_JOBBOARD_2_description,Complete 7 Daily Jobs,完成7个每日任务,일일 임무 7개 완료
301489878386720772,GS_COMPLETE_JOBBOARD_3,Job Hunter,任务猎人,임무 사냥꾼
301489878386720773,GS_COMPLETE_JOBBOARD_3_description,Complete 12 Daily Jobs,完成12个每日任务,일일 임무 12개 완료
301489878386720774,GS_COMPLETE_SNACKING,Snacking,小吃成瘾,간식광
301489878386720775,GS_COMPLETE_SNACKING_description,Buy 5 consumables from vendors,向商人购买5个消耗品,자판기에서 소모품 5개 구매
301489878386720776,GS_COMPLETE_TRAVELLIGHTLY,Travel Lightly,轻装上阵,가볍게 여행
301489878386720777,GS_COMPLETE_TRAVELLIGHTLY_description,Skip 3 Crates,跳过3个补给箱,보급 상자 3개 건너뛰기
301489878386720778,GS_COMPLETE_PROMOTION,Promotion,晋升,승진
301489878386720779,GS_COMPLETE_PROMOTION_description,Complete 8 missions,完成8个任务,임무 8개 완료
301489878386720780,GS_COMPLETE_HOARDER,Hoarder,囤积者,저장왕
301489878386720781,GS_COMPLETE_HOARDER_description,Hold 3000 cash in a run,单次跑中持有3000现金,한 판에서 캐시 3000 보유
301489878386720782,GS_COMPLETE_GOODCARDIO,Good Cardio,好体能,좋은 체력
301489878386720783,GS_COMPLETE_GOODCARDIO_description,Dash 30 times,冲刺30次,30회 대시
301489878386720784,GS_COMPLETE_VANDALISM,Vandalism,破坏狂,기물 파손
301489878386720785,GS_COMPLETE_VANDALISM_description,Destroy a Vendor,摧毁一个商人,자판기 파괴
301489878386720786,GS_COMPLETE_GUNHEAD,Gun Head,枪头,총기 마니아
301489878386720787,GS_COMPLETE_GUNHEAD_description,Upgrade a weapon to Level 5,将武器升级到5级,무기를 레벨 5로 업그레이드
301531583579635712,announcement_hoardling_got_away,Hoardling got away...,囤积虫逃掉了……,호들링이 도망쳤다...
301547154787123200,GS_COMPLETE_HOARDLING,What's that!?,这是什么！？,저게 뭐야!?
301547154820677632,GS_COMPLETE_HOARDLING_description,Find and kill a Hoardling,找到并击杀囤积虫,호들링을 찾아 처치
301550899826638848,customizeitem_hoardling,Hoardling Mount,囤积虫标本,호들링 박제
301550899830833152,customizeitem_hoardling_description,"Stuffed, mounted, but unfortunately no longer dropping cash.",做成标本展示了，但可惜不再掉现金了。,"박제해서 전시했지만, 안타깝게도 더 이상 캐시를 떨어뜨리지 않는다."
303394715307196416,jobboard_completeexpeditionwithoutdying,Complete <style=ObjectiveBlue>{0}</style> expedition without <style=Enemy>dying</style>,在不<style=Enemy>死亡</style>的情况下完成<style=ObjectiveBlue>{0}</style>次远征,<style=Enemy>사망</style> 없이 <style=ObjectiveBlue>{0}</style>회 원정 완료
303394715340750848,jobboard_completeexpeditiononheat,Complete <style=ObjectiveBlue>{1}</style> expedition on heat <style=Heated>{0}</style> or higher,在热度<style=Heated>{0}</style>或更高完成<style=ObjectiveBlue>{1}</style>次远征,열기 <style=Heated>{0}</style> 이상으로 <style=ObjectiveBlue>{1}</style>회 원정 완료
303394715340750849,jobboard_completeamissionthread,Complete a mission with threat meter on <b><style=Enemy>{0}</style></b> or higher,在威胁值达到<b><style=Enemy>{0}</style></b>或更高时完成任务,위협 게이지 <b><style=Enemy>{0}</style></b> 이상에서 임무 완료
303394715340750850,jobboard_collectcrates,Collect <b>{0}</b> <style=ObjectiveBlue>crates</style>,收集<b>{0}</b>个<style=ObjectiveBlue>补给箱</style>,<style=ObjectiveBlue>보급 상자</style> <b>{0}</b>개 수집
303398533730254848,jobboard_expertjob,Expert Job,专家任务,전문가 임무
